timestamp,data_name,max_iter,learning_rate,max_depth,max_leaf_nodes,l2_regularization,00_pre,00_rec,00_spe,00_f1,00_geo,00_iba,01_pre,01_rec,01_spe,01_f1,01_geo,01_iba,02_pre,02_rec,02_spe,02_f1,02_geo,02_iba,03_pre,03_rec,03_spe,03_f1,03_geo,03_iba,avg_pre,avg_rec,avg_spe,avg_f1,avg_geo,avg_iba,auc,ap
2024-07-10 12:44:43,hf_ctgan_training,500,0.1,4,31,0.0,0.999197539119968,0.9970639263312424,0.1428571428571428,0.99812959251837,0.377409199360066,0.1546048290391698,0.125,0.25,0.9990661686232656,0.1666666666666666,0.4997664876277884,0.2310573754775225,0.0,0.0,0.9988662887629208,0.0,0.0,0.0,0.0,0.0,0.9991332755517034,0.0,0.0,0.0,0.9983316214167892,0.9962666666666666,0.1436562091283663,0.9972868937875752,0.3773234929007314,0.154583761798988,,
2024-07-10 12:45:06,hf_ctgan_training,500,0.1,4,31,0.1,0.9991998399679936,0.9999332710529828,0.1428571428571428,0.999566420971884,0.3779518622132005,0.1550907378134016,0.6666666666666666,0.25,0.9999332977588048,0.3636363636363636,0.4999833241616175,0.2312362425515237,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9986228090062458,0.9991333333333332,0.1436571072826142,0.9988274317062495,0.3778657649146876,0.1550693124541366,,
2024-07-10 12:46:02,hf_ctgan_training,500,0.1,4,31,1.0,0.9991332755517034,1.0,0.0714285714285714,0.9995664498916124,0.2672612419124244,0.0780612244897959,1.0,0.125,1.0,0.2222222222222222,0.3535533905932738,0.1140625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9987340844945218,0.9991333333333332,0.072295238095238,0.9987520397235656,0.2672003598949559,0.0780492006802721,,
2024-07-10 12:47:52,hf_ctgan_training,500,0.1,8,31,0.0,0.9992566060687976,0.9866542105965568,0.2142857142857142,0.992915421549206,0.459810724397214,0.2277557728924883,0.0344827586206896,0.25,0.996264674493063,0.0606060606060606,0.4990652949497348,0.2304792402977782,0.0,0.0,0.9979326442147384,0.0,0.0,0.0,0.0,0.0,0.9923994932995532,0.0,0.0,0.0,0.998342357374398,0.9858666666666668,0.2150158596264021,0.9920210237214164,0.4596477358784165,0.2276661230992808,,
2024-07-10 12:49:23,hf_ctgan_training,500,0.1,8,31,0.1,0.9991327551701136,0.9993994394768452,0.0714285714285714,0.9992660795302908,0.2671809765839366,0.0780100568581909,0.1666666666666666,0.125,0.9996664887940236,0.1428571428571428,0.3534944286679112,0.1140286263777714,0.0,0.0,0.9997332444148048,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.998289120154177,0.9985333333333334,0.0722949713040665,0.9984096216655864,0.2671201380344144,0.0779980627391914,,
2024-07-10 12:51:43,hf_ctgan_training,500,0.1,8,31,1.0,0.9991332755517034,1.0,0.0714285714285714,0.9995664498916124,0.2672612419124244,0.0780612244897959,1.0,0.125,1.0,0.2222222222222222,0.3535533905932738,0.1140625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9987340844945218,0.9991333333333332,0.072295238095238,0.9987520397235656,0.2672003598949559,0.0780492006802721,,
2024-07-10 12:53:33,hf_ctgan_training,500,0.1,10,31,0.0,0.9992318972138816,0.954891231816362,0.2142857142857142,0.9765585013819224,0.4523489246974449,0.219773786423324,0.0119760479041916,0.25,0.9889941302027748,0.0228571428571428,0.497240920028404,0.2289770111250724,0.0,0.0,0.9885295098366124,0.0,0.0,0.0,0.0,0.0,0.9773318221214748,0.0,0.0,0.0,0.998305668002031,0.9541333333333334,0.2150078431132427,0.9756592372568232,0.4521919275250757,0.2196907852952623,,
2024-07-10 12:54:51,hf_ctgan_training,500,0.1,10,31,0.1,0.9991326394448892,0.9992659815828108,0.0714285714285714,0.9991993060652566,0.2671631365694551,0.0779986869731081,0.1666666666666666,0.125,0.9996664887940236,0.1428571428571428,0.3534944286679112,0.1140286263777714,0.0,0.0,0.9995998666222076,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.998289004536963,0.9984,0.0722949268448023,0.9983429105224528,0.2671023146706131,0.0779867034660013,,
2024-07-10 12:57:45,hf_ctgan_training,500,0.1,10,31,1.0,0.9991332755517034,1.0,0.0714285714285714,0.9995664498916124,0.2672612419124244,0.0780612244897959,1.0,0.125,1.0,0.2222222222222222,0.3535533905932738,0.1140625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9987340844945218,0.9991333333333332,0.072295238095238,0.9987520397235656,0.2672003598949559,0.0780492006802721,,
2024-07-10 12:58:40,hf_ctgan_training,1000,0.1,4,31,0.0,0.999197539119968,0.9970639263312424,0.1428571428571428,0.99812959251837,0.377409199360066,0.1546048290391698,0.125,0.25,0.9990661686232656,0.1666666666666666,0.4997664876277884,0.2310573754775225,0.0,0.0,0.9988662887629208,0.0,0.0,0.0,0.0,0.0,0.9991332755517034,0.0,0.0,0.0,0.9983316214167892,0.9962666666666666,0.1436562091283663,0.9972868937875752,0.3773234929007314,0.154583761798988,,
